text_clean,label,text
yup im still having coffee wif my frens my fren drove shell give me a lift,0,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
oh rite well im with my best mate pete who i went out with a week now were geva again its been longer than a week,0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
don knowhe is watching film in computer,0,Don know..he is watching film in computer..
u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
i was at bugis juz now wat but now im walking home oredi so late then reply i oso saw a top dat i like but din buy where r now,0,I was at bugis juz now wat... But now i'm walking home oredi... Ã so late then reply... I oso saw a top dat i like but din buy... Where r Ã¼ now? 
ok i am a gentleman and will treat you with dignity and respect,0,ok. I am a gentleman and will treat you with dignity and respect.
sorry was in the bathroom sup,0,"Sorry, was in the bathroom, sup"
are you angry with me what happen dear,0,Are you angry with me. What happen dear
its a valentine game send dis msg to all ur friends if answers r d same then someone really loves u ques which colour suits me the best,0,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
no gifts you trying to get me to throw myself off a cliff or something,0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
its not that you make me cry its just that when all our stuff happens on top of everything else it pushes me over the edge you dont underdtand how often i cry over my sorry sorry life,0,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties,1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
well that must be a pain to catch,0,Well that must be a pain to catch
st andre virgils cream,0,"St andre, virgil's cream"
that would be good ill phone you tomo lunchtime shall i to organise something,0,"that would be good â¦ I'll phone you tomo lunchtime, shall I, to organise something?"
hmmmbut you should give it on one day,0,Hmmm.but you should give it on one day..
im now but have to wait till for the bus to pick me,0,I'm now but have to wait till 2 for the bus to pick me.
someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline poboxntf,1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
should i buy him a blackberry bold or torch should i buy him new or used let me know plus are you saying i should buy the ltgt g wifi ipad and what are you saying about the about the ltgt g,0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friends ptone reply hl info,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
yo you at jp and hungry like a mofo,0,"Yo, you at jp and hungry like a mofo?"
she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are ltgt and up,0,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
sorry for the delay yes masters,0,Sorry for the delay. Yes masters
hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you,0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
i always chat with you in fact i need money can you raise me,0,I always chat with you. In fact i need money can you raise me?
sorry me going home first daddy come fetch later,0,Sorry me going home first... Daddy come fetch Ã¼ later...
i sent them do you like,0,I sent them. Do you like?
yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
ki deleted my contact that why,0,K..i deleted my contact that why?
im done oredi,0,I'm done oredi...
got but got colours lor one colour is quite light n e other is darker lor actually im done shes styling my hair now,0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
i thought slide is enough,0,I thought slide is enough.
sorry vikky im watching olave mandara movie kano in trishul theatre wit my frnds,0,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
sorry da thangam very very sorry i am held up with prasad,0,"Sorry da thangam, very very sorry i am held up with prasad."
waiting my tv show start lor u leh still busy doing ur report,0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
and pls pls drink plenty plenty water,0,And pls pls drink plenty plenty water
no dear i do have free messages without any recharge hi hi hi,0,No dear i do have free messages without any recharge. Hi hi hi
hello my boytoy geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you,0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
mths half price orange line rental latest camera phones free had your phone mths call mobilesdirect free on to update now orstoptxt,1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ill be at mu in like ltgt seconds,0,I'll be at mu in like  &lt;#&gt;  seconds
i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly,0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
im on da bus going home,0,I'm on da bus going home...
im cool ta luv but vtired cause i have been doin loads of planning all wk we have got our social services inspection at the nursery take care spk sn x,0,"IÂm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers,0,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
thk shld b can ya i wana go lessons haha can go for one whole stretch,0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
i cant make it tonight,0,I can't make it tonight
thats cool sometimes slow and gentle sonetimes rough and hard,0,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
nojst change tat only,0,No..jst change tat only..
where r e meeting tmr,0,Where r e meeting tmr?
valentines day special win over in our quiz and take your partner on the trip of a lifetime send go to now pmsg rcvd custcare,1,Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
haha dont be angry with yourself take it as a practice for the real thing,0,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
k want us to come by now,0,"K, want us to come by now?"
sorry ill call later in meeting any thing related to trade please call arul ltgt,0,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
just forced myself to eat a slice im really not hungry tho this sucks mark is getting worried he knows im sick when i turn down pizza lol,0,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to nownyt eca lp msg,1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg.
tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february ill come up,0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
dad says hurry the hell up,0,Dad says hurry the hell up
but ill b going sch on mon my sis need take smth,0,But i'll b going 2 sch on mon. My sis need 2 take smth.
i don know account detailsi will ask my mom and send youmy mom is out of reach now,0,I don know account details..i will ask my mom and send you.my mom is out of reach now.
haha my friend tyler literally just asked if you could get him a dubsack,0,"Haha, my friend tyler literally just asked if you could get him a dubsack"
wot u wanna do then missy,0,WOT U WANNA DO THEN MISSY?
short but cute be a good person but dont try to prove it gud noon,0,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
can i get your opinion on something first,0,Can i get your opinion on something first?
hey check it da i have listed da,0,Hey check it da. I have listed da.
at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try,0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor,0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated,0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
thank you i like you as well,0,Thank you. I like you as well...
mm that time you dont like fun,0,Mm that time you dont like fun
but your not here,0,:( but your not here....
you have won a guaranteed award or even cashto claim ur award call free on stop getstop on php rg jx,1,You have won a guaranteed Â£200 award or even Â£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
how i noe did specify da domain as nusstu still in sch,0,How i noe... Did Ã¼ specify da domain as nusstu... Ã still in sch...
watching ajith film ah,0,Watching ajith film ah?
er yeah i will b there at sorry just tell me which pubcafe to sit in and come wen u can,0,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
sir waiting for your letter,0,"Sir, waiting for your letter."
ill text you when i drop x off,0,I'll text you when I drop x off
free top ringtone sub to weekly ringtoneget st week freesend subpoly to per weekstop sms,1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
free message activate your free text messages by replying to this message with the word free for terms conditions visit,1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy,0,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
not much just some textin how bout you,0,"Not much, just some textin'. How bout you?"
purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
you should change your fb to jaykwon thuglyfe falconerf,0,You should change your fb to jaykwon thuglyfe falconerf
as per your request maangalyam alaipayuthe has been set as your callertune for all callers press to copy your friends callertune,0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
looks like you found something to do other than smoke great job,0,"Looks like you found something to do other than smoke, great job!"
my friend just got here and says hes upping his order by a few grams hes got ltgt when can you get here,0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
are you the cutest girl in the world or what,0,Are you the cutest girl in the world or what
although i told u dat im into baig face watches now but i really like e watch u gave cos its fr u thanx everything dat uve done today im touched,0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
nothing will ever be easy but dont be looking for a reason not to take a risk on life and love,0,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
you gonna ring this weekend or wot,0,* You gonna ring this weekend or wot?
i will be outside office take all from there,0,I will be outside office take all from there
ok i am on the way to home hi hi,0,Ok i am on the way to home hi hi
you are a winner or guaranteed caller prize this is our final attempt to contact you to claim call now ppmpoboxbhambxe,1,"You are a Â£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones,0,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
between ampm cost p,1,08714712388 between 10am-7pm Cost 10p
we tried to call you re your reply to our sms for a video mobile mins unlimited text free camcorder reply or call now del thurs,1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
dis is yijue i jus saw ur mail in case huiming havent sent u my num dis is my num,0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
i want to tel u one thing u should not mistake me k this is the message that you sent,0,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
i remet alex nichols from middle school and it turns out hes dealing,0,I re-met alex nichols from middle school and it turns out he's dealing!
yeah in fact he just asked if we needed anything like an hour ago when and how much,0,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
when you and derek done with class,0,when you and derek done with class?
sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs p inc vat cancel text stop,1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
oh really perform write a paper go to a movie and be home by midnight huh,0,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
hiya have u been paying money into my account if so thanks got a pleasant surprise when i checked my balance u c i dont get statements that acc,0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
then why no one talking to me,0,Then why no one talking to me
yep i do like the pink furniture tho,0,Yep. I do like the pink furniture tho.
lol wtf random btw is that your lunch break,0,Lol wtf random. Btw is that your lunch break
valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentines day in advance,0,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
no de but call me after some time ill tell you k,0,No de. But call me after some time. Ill tell you k
jus finish blowing my hair u finish dinner already,0,Jus finish blowing my hair. U finish dinner already?
hmph go head big baller,0,"Hmph. Go head, big baller."
let me know if you need anything else salad or desert or something how many beers shall i get,0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
i didnt get ur full msgsometext is missing send it again,0,"I didnt get ur full msg..sometext is missing, send it again"
ey calm downon theacusations itxt u cos iwana know wotu r doin at thewend haventcn u in agesring me if ur up nething satlove j xxx,0,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
can im free,0,Can... I'm free...
cps is causing the outages to conserve energy,0,Cps is causing the outages to conserve energy.
yeah its jus rite,0,Yeah it's jus rite...
all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as cant stay late tomorrow same time place as always,0,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
btw regarding that we should really try to see if anyone else can be our th guy before we commit to a random dude,0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
dear take care i am just reaching homelove u a lot,0,"Dear, take care. I am just reaching home.love u a lot."
hmmm mayb can try e shoppin area one but forgot e name of hotel,0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
yesmum lookin strong,0,Yes.mum lookin strong:)
cool text me when youre parked,0,"Cool, text me when you're parked"
dear are you angry i was busy dear,0,Dear are you angry i was busy dear
ladies first and genus second k,0,Ladies first and genus second k .
i know you mood off today,0,I know you mood off today
hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah,0,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
theyre doing it to lots of places only hospitals and medical places are safe,0,Theyre doing it to lots of places. Only hospitals and medical places are safe.
how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem,0,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ive been searching for the right words to thank you for this breather i promise i wont take your help for granted and will fulfil my promise you have been wonderful and a blessing at all times,0,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
wot u up j,0,WOT U UP 2 J?
been running but only managed minutes and then needed oxygen might have to resort to the roller option,0,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
its going goodno problembut still need little experience to understand american customer voice,0,Its going good...no problem..but still need little experience to understand american customer voice...
also are you bringing galileo or dobby,0,Also are you bringing galileo or dobby
im back lemme know when youre ready,0,"I'm back, lemme know when you're ready"
wot u up thout u were gonna call me txt bak luv k,0,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
but really quite funny lor wat then u shd haf run shorter distance wat,0,But really quite funny lor wat... Then u shd haf run shorter distance wat...
hi its kate can u give me a ring asap xxx,0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
hey i missed you tm of last night as my phone was on the charge smiles i am meeting a friend shortly,0,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
s sfirst timedhoni rocks,0,S s..first time..dhoni rocks...
oh ok wats ur email,0,Oh ok.. Wat's ur email?
ya toldshe was asking wats matter,0,"Ya, told..she was asking wats matter?"
i like dis sweater fr mango but no more my size already so irritating,0,I like dis sweater fr mango but no more my size already so irritating.
fantasy football is back on your tv go to sky gamestar on sky active and play k dream team scoring starts on saturday so register nowsky opt out to,1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
great so should i send you my account number,0,Great. So should i send you my account number.
well join the ltgt bus,0,We'll join the  &lt;#&gt;  bus
bbq this sat at mine from ish ur welcome come,0,Bbq this sat at mine from 6ish. Ur welcome 2 come
long time you remember me today,0,Long time. You remember me today.
don knowwait i will check it,0,Don know..wait i will check it.
ur tonexs subscription has been renewed and you have been charged you can choose more polys this month billing msg,1,Ur TONEXS subscription has been renewed and you have been charged Â£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
its wylie you in tampa or sarasota,0,"It's wylie, you in tampa or sarasota?"
i can send you a pic if you like,0,I can send you a pic if you like :)
natalie f is inviting you to be her friend reply yes or no see her stop send stop frnd to,1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
i am seeking a lady in the street and a freak in the sheets is that you,0,i am seeking a lady in the street and a freak in the sheets. Is that you?
jay wants to work out first hows sound,0,"Jay wants to work out first, how's 4 sound?"
guess who am ithis is the first time i created a web page read all i wrote im waiting for your opinions i want to be your friend,1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe,0,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
todays voda numbers ending are selected to receive a award if you have a match please call quoting claim code standard rates app,1,Todays Voda numbers ending 1225 are selected to receive a Â£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
sif we have one good partnership going we will take lead,0,S:-)if we have one good partnership going we will take lead:)
why is that princess i bet the brothas are all chasing you,0,"Why is that, princess? I bet the brothas are all chasing you!"
i wan but too early lei me outside now wun b home so early neva mind then,0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
kkadvance happy pongal,0,K.k:)advance happy pongal.
it took mr owl licks,0,It took Mr owl 3 licks
pls dont forget to study,0,Pls dont forget to study
am slow in using biolas fne,0,Am slow in using biola's fne
you ve won your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh costpm maxmins,1,"YOU VE WON! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins"
huh but i cant go ur house empty handed right,0,Huh but i cant go 2 ur house empty handed right?
yup bathe liao,0,Yup bathe liao...
fine i miss you very much,0,Fine i miss you very much.
im really not up to it still tonight babe,0,I'm really not up to it still tonight babe
miserable they dont tell u that the side effects of birth control are massive gut wrenching cramps for the first months i didnt sleep at all last night,0,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
i have sleeping bags blanket and paper and phone details anything else,0,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop,0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
then ur sis how,0,Then ur sis how?
i dont want to hear anything,0,I dont want to hear anything
hcl chennai requires freshers for voice processexcellent english neededsalary upto ltgt call mssuman ltgt for telephonic interview via indyarockscom,0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
its ur luck to love someone its ur fortune to love the one who loves u but its a miracle to love a person who cant love anyone except u gud nyt,0,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
actually i decided i was too hungry so i havent left yet v,0,Actually I decided I was too hungry so I haven't left yet :V
private your account statement for shows unredeemed sim points call identifier code expires,1,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 
u,0,U 2.
alrite jod hows the revision goin keris bin doin a smidgin n e way u wanna cum over after collegexx,0,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu,1,"URGENT! Your Mobile No 07808726822 was awarded a Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
just sent again do you scream and moan in bed princess,0,"Just sent again. Do you scream and moan in bed, princess?"
pls pls find out from aunt nike,0,Pls pls find out from aunt nike.
ur cashbalance is currently pounds to maximize ur cashin now send go to only pmsg cc hgsuitelands rowwjhl,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
r we still meeting dinner tonight,0,R we still meeting 4 dinner tonight?
min later k,0,10 min later k...
cool text me when you head out,0,"Cool, text me when you head out"
when you are big god will bring success,0,When you are big..| God will bring success.
welp apparently he retired,0,Welp apparently he retired
i dont have anybodys number i still havent thought up a tactful way to ask alex,0,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
the bus leaves at ltgt,0,The bus leaves at  &lt;#&gt; 
painful words i thought being happy was the most toughest thing on earth but the toughest is acting happy with all unspoken pain inside,0,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
its ok i wun b angry msg u aft i come home tonight,0,It's ok i wun b angry. Msg u aft i come home tonight.
water logging in desert geoenvironmental implications,0,Water logging in desert. Geoenvironmental implications.
not to worry im sure youll get it,0,Not to worry. I'm sure you'll get it.
understand his loss is my gain so do you work school,0,Understand. his loss is my gain :) so do you work? School?
look at the fuckin time what the fuck you think is up,0,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
yeah i dont see why not,0,Yeah I don't see why not
beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni,0,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
gent we are trying to contact you last weekends draw shows that you won a prize guaranteed call claim code k valid hrs only ppm,1,GENT! We are trying to contact you. Last weekends draw shows that you won a Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
not course only maths one day one chapter with in one month we can finish,0,Not course. Only maths one day one chapter with in one month we can finish.
ups which is days also and the shipping company that takes wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
all will come alivebetter correct any good looking figure there itself,0,All will come alive.better correct any good looking figure there itself..
wats da model num of ur phone,0,Wat's da model num of ur phone?
i love to cuddle i want to hold you in my strong arms right now,0,I love to cuddle! I want to hold you in my strong arms right now...
any pain on urination any thing else,0,Any pain on urination any thing else?
babe i love you covers your face in kisses,0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
hi im sue i am years old and work as a lapdancer i love sex text me live im i my bedroom now text sue to by textoperator g da ppmsg,1,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
just wait till end of march when el nino gets himself oh,0,Just wait till end of march when el nino gets himself. Oh.
i didnt get the second half of that message,0,I didn't get the second half of that message
i am on the way to ur home,0,I am on the way to ur home
thank you princess i want to see your nice juicy booty,0,Thank you princess! I want to see your nice juicy booty...
i am in your office na,0,I am in your office na.
you please give us connection today itself before ltdecimalgt or refund the bill,0,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
so can collect ur laptop,0,So can collect ur laptop?
i love working from home,0,I love working from home :)
thanx a lot ur help,0,Thanx a lot 4 ur help!
lets use it next week princess,0,"Lets use it next week, princess :)"
shes find i sent you an offline message to know how anjolas now,0,She.s find. I sent you an offline message to know how anjola's now.
moji i love you more than words have a rich day,0,Moji i love you more than words. Have a rich day
y de asking like this,0,Y de asking like this.
a link to your picture has been sent you can also use,1,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
u really pig leh sleep so much my dad wake me up at smth eat lunch today,0,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
how much did ur hdd casing cost,0,How much did ur hdd casing cost.
call me da i am waiting for your call,0,"Call me da, i am waiting for your call."
go where n buy juz buy when we get there lar,0,Go where n buy? Juz buy when we get there lar.
sorry im getting up now feel really bad totally rejected that kinda me thing,0,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
send his number and give reply tomorrow morning for why you said that to him like that ok,0,Send his number and give reply tomorrow morning for why you said that to him like that ok
what happen dear tell me,0,What happen dear tell me
oh my love its soooo good to hear from you omg i missed you so much today im sorry your having problems with the provider but thank you for tming me,0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ya when are taking ure practical lessons i start in june,0,Ya! when are Ã¼ taking ure practical lessons? I start in june..  
ki will give my kvb acc details,0,K:)i will give my kvb acc details:)
i need details about that online job,0,I need details about that online job.
oi when you gonna ring,0,Oi when you gonna ring
urgent we are trying to contact you last weekends draw shows u have won a prize guaranteed call claim code k valid hrs p pm,1,URGENT We are trying to contact you Last weekends draw shows u have won a Â£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
i think u have the wrong number,0,I think u have the wrong number.
todays vodafone numbers ending with my last four digits are selected to received a award if your number matches please call to claim your award,1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a Â£350 award. If your number matches please call 09063442151 to claim your Â£350 award
hes an adult and would learn from the experience theres no real danger i just dont like peeps using drugs they dont need but no comment,0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
